번호,인정기관명,인증기업명(국문),현상태,사업자등록번호,메인사업장 지역코드,메인사업장 주소,종업원수(전체),전화번호,E-Mail,Fax,담당자,대표자,우편번호,인증표준,인증번호,최초인증일(기관 최초),최초인증일(인증서 최초),인증유효 시작일자,인증유효 만료일자,인증범위 입력,산업분류코드1,산업분류코드2,산업분류코드3
337,KAB,(주)참미푸드,인증완료,503-81-99302,경북,경북 고령군 성산면 성산로 772-6 (기족리),1,054-954-1105,barobbb@hanmail.net,--,김정훈 대표,김정훈,40119,ISO 22000:2018/FSSC 22000(Version 6),25-FSSC-0498,2021-08-05,2024-08-13,2025-09-08,2028-09-07,"PE/AL 포장재에 포장된 건조 즉석조리식품 (비빔밥, 국밥, 국, 찌개)의 제조",CⅣ,,
338,KAB,주식회사 페어윈드,인증완료,506-81-08533,경북,경북 포항시 남구 오천읍 철강산단로130번길 190,1,054-285-8585,dydy907@hanmail.net,054-285-2200,이남영 이사,오대일,37876,ISO 14001:2015/ISO 45001:2018,E240186,2021-07-26,,2024-07-08,2027-07-25,"철강제품에 대한 취급, 보관 및 운송",31,,
339,KAB,(주)대영통운,인증완료,416-81-81037,전남,전남 광양시 백운1로 136,1,061-795-2662,deco2662@hanmail.net,061-793-0041,김영길 과장,오윤석,57816,ISO 14001:2015/ISO 45001:2018,E240158,2021-07-26,,2024-07-15,2027-07-25,"철강제품에 대한 취급, 보관 및 운송",31,,
340,KAB,아발리코코리아,,501-03-31782,대구,대구 수성구 범어로 173 (범어동),1,053-423-8241,abalico@hanmail.net,053-424-8242,오혜지 과장,최재원,42021,ISO22716:2007,,2021-07-26,,2024-07-15,2027-07-25,"네일에나멜, 매니큐어용 제품류, 페디큐어용 제품류의 충진 및 포장",D-09,,
341,KAB,주식회사 씨엔비,인증취소,134-86-87395,경기,"경기 군포시 엘에스로 13, 9층 905호 (당정동, 신일아이티유토지식산업센터)",1,031-427-9217,cnb@cnbcr.co.kr,031-427-9219,김동일 부장,백남철,15843,ISO 9001:2015/ISO 14001:2015,QE240247,2020-08-10,2020-08-10,2024-08-19,2026-08-09,"항온항습기, 제습기, 공기조화기, 냉각기 및 크린룸의 설계, 개발, 생산, 설치공사 및 유지보수",18,,
342,KAB,퍼시픽엑스코리아(주),,598-86-00457,대구,대구 달성군 유가읍 테크노순환로3길 45,1,053-610-5800,dwbak@pacxauto.com,053-615-1138,박동원 대리,도병록,43022,ISO 14001:2015,,2020-08-10,2020-08-10,2024-08-19,2026-08-09,자동차 부품의 가공(금속제품),1721,,
343,KAB,퍼시픽엑스코리아(주),,598-86-00457,대구,대구 달성군 유가읍 테크노순환로3길 45,1,053-610-5800,dwbak@pacxauto.com,053-615-1138,박동원 대리,도병록,43022,ISO 45001:2018,,2020-08-10,2020-08-10,2024-08-19,2026-08-09,자동차 부품의 가공(금속제품),1721,,
344,KAB,주식회사 코스나,,453-81-01314,경기,경기 광주시 오포읍 양촌길 225-17 (양벌리),1,031-766-4322,lem183@naver.com,--,이은미,전민,12797,ISO22716:2007,,2020-08-10,2020-08-10,2024-08-19,2026-08-09,화장품(스킨케어류)의 생산,A-11,,
345,KAB,에스앤에스산업(주),,620-86-00225,충북,충청북도 음성군 금왕읍 리노산단 1길 5,1,070-4162-0582,0908hej@snsin.co.kr,043-883-1144,한은조 주임,이한구,27731,ISO 9001:2015,,2020-08-10,2020-08-10,2024-08-19,2026-08-09,보관 및 물류 서비스,3121,,
346,KAB,엠케이알테크,,143-01-96800,경기,경기도 화성시 정남면 만년로 396-3 나동,1,031-352-1846,scno0119@naver.com,031-352-7563,노승철 부장,조은회,18517,ISO 9001:2015,,2020-08-10,2020-08-10,2024-08-19,2026-08-09,"우레탄 롤러,실리콘 롤러 및 고무성현 제품의 제조",1411,,
347,KAB,국민연금공단,,--,,,,--,,--,,,,ISO 45001:2018,,2020-08-10,2020-08-10,2024-08-19,2026-08-09,,2821,,
348,KAB,서진오토베트남,,--,,,,--,,--,,,,ISO 45001:2018,,2020-08-10,2020-08-10,2024-08-19,2026-08-09,,2831,,
349,KAB,연천군시설관리공단,인증완료,127-82-10250,경기,경기 연천군 연천읍 연천역로 29 (옥산리),3,070-4953-0389,shsh49@yccs.or.kr,031-834-9588,이소희 계장,송승원,11012,ISO 14001:2015/ISO 45001:2018,E230006,2022-09-05,,2025-08-25,2028-09-04,공공 시설물의 운영 및 관리,36,,
350,KAB,양천구시설관리공단,인증완료,117-82-02170,서울,"서울 양천구 목동동로 81 (신정동, 해누리타운)",2,070-4953-9876,srlee@ycs.or.kr,02-2061-3436,이상락 대리,이용화 이사장,8094,ISO 45001:2018,OH240243,2015-12-24,,2024-09-23,2027-12-23,"문화체육시설, 공영주차장, 공공시설물의 운영 및 관리",36,,
351,KAB,하나기계,,--,경북,"경북 포항시 북구 중흥로125번길 6 401호 (죽도동, 반도오피스텔)",1,054-275-3053,yubok3969@gmail.com,054-275-3056,이유복 대표이사,이유복,37758,ISO 45001:2018,,2015-12-24,,2024-09-23,2027-12-23,1. 기계설비 정비 및 공사 용역 서비스 2. 기계부품가공,17,28,
352,KAB,(주)태승이엔씨,인증완료,105-86-47186,서울,"서울 강서구 공항대로 434 (화곡동, 대지빌딩 401호)",1,02-711-1877,shee0321@hanmail.net,02-2695-3723,"손순희 부장, 이상준 차장",김승호,7655,ISO9001:2015/ISO14001:2015/ISO 45001:2018,E240177,2014-07-11,,2026-06-22,2029-07-10,"산업·환경설비공사, 기계가스설비공사, 지반조성포장공사,상하수도설비공사, 금속피막처리",17,28,
353,KAB,(주)코라솔,인증완료,106-86-87838,서울,서울 동대문구 답십리로60길 125 (답십리동),2,02-711-5145,gaga0808@hanmail.net,02-711-5147,박영환 이사,주광태,2611,ISO 9001:2015,Q240146,2012-07-12,,2024-06-24,2027-07-11,방사선 및 X-선 발생장치의 관리 및 엔지니어링 서비스,34,,
354,KAB,(주)이디티,,--,,,,--,,--,,,,ISO 45001:2018,,2012-07-12,,2024-06-24,2027-07-11,,3232,,
355,KAB,뉴프렉스,,--,,,,--,,--,,,,ISO 45001:2018,,2012-07-12,,2024-06-24,2027-07-11,,2560,,
356,KAB,뉴튼 인더스트리,인증완료,878-21-00112,부산,"부산 서구 해돋이로39번길 6-1, 101호(남부민동)",1,070-8958-2688,newtonins@naver.com,02-2279-7806,조영기 차장,이재준,49261,ISO 9001:2015,Q240136,2021-03-29,,2024-03-18,2027-03-28,철도 차량 바닥재 시공 및 유지보수,35,,
357,KAB,(주)에이스네트웍스,인증완료,533-81-00815,강원,강원특별자치도 춘천시 동내면 거두단지2길 24 나동,1,033-264-7089,dbvhfl1005@naver.com/ kho7614@hanmail.net,033-264-7087,신성진 팀장,최영애,24398,ISO 9001:2015,Q240140,2019-03-18,,2025-03-10,2028-03-17,정보통신공사,28,,
358,KAB,"DAISIN VINA CO., LTD.",인증완료,090-10-67803,Tu,"Tu Dong Village, Yen My Commune, Hung Yen Province, Vietnam",1,--,j49park@naver.com,--,PARK JONG KIL,PARK JONG KIL,,ISO 9001:2015/ISO 14001:2015,E240134,2021-04-05,,2024-03-25,2027-04-04,"Processing of Electronic Subsidiary Materials (Sheets, Felt, Cushion, Tape), Packing Materials (PE Form, HDPE Film, LDPE Film)",14,,
359,KAB,동희수산,,222-90-55519,강원,"강원 동해시 부두길 2 (발한동, 동희수산)",1,033-531-4050,yschun15@naver.com,033-532-2527,전영식 대표,전영식,25729,ISO 22000:2018,,2021-04-05,,2024-03-25,2027-04-04,"(생성게알, 냉동성게알, 성게알 젓갈)의 제조",CⅠ,,
360,KAB,대현수산,,507-90-38070,경북,경북 영덕군 강구면 금호샛길 115-45 (금호리),1,054-734-2530,okhee0646@naver.com,054-734-1478,최옥희 대표,최옥희,36452,ISO 22000:2018,,2021-04-05,,2024-03-25,2027-04-04,"수산물 가공품(가자미, 명태, 코다리, 도루묵, 오징어)의 제조",CⅠ,,
361,KAB,디엘바이오(주),,497-88-01384,경남,경남 진주시 문산읍 제곡길98번길 11 (삼곡리),1,055-747-2567,dlbio7@naver.com,--,박용관,김차열,52834,ISO 22000:2018,,2021-04-05,,2024-03-25,2027-04-04,"상황버섯차, 꾸지뽕차의 제조",CⅣ,,
362,KAB,주식회사 찬슬,인증취소,776-88-00522,광주,"광주광역시 광산구 하남산단3번로 33, 비동 (장덕동)",1,062-225-5740,21leaders@naver.com,062-225-5741,김수연 팀장,이정훈,62229,ISO22716:2007,C230093,2021-01-04,,2023-12-26,2027-01-03,"화장품(기초화장품, 기능성화장품, 두발용 제품)의 제조",A-08,A-11,
363,KAB,(주)대진고무공업,인증완료,412-88-01516,경기,경기 김포시 양촌읍 해평로 78-2 (누산리),1,02-2679-2070,djr2070@daum.net,02-2671-2376,위대권 대표,위대권,10064,ISO 9001:2015,Q230102,2021-01-18,,2024-01-08,2027-01-17,"산업용 고무 (방진고무, 자동차용 고무범퍼, 반도체 설비용 벨로우즈, 전자기기용 실리콘 부품 및 패킹)의 제작",14,,
364,KAB,제이피썸(주),,402-81-94872,전북,전북 전주시 완산구 맏내1길 20-5 (평화동2가),1,063-228-4141,6182suk@hanmail.net,063-228-1945,이숙,전석진,55134,ISO 22000:2018,,2021-01-18,,2024-01-08,2027-01-17,김부각과 누룽지 초코파이의 제조,CⅣ,,
365,KAB,장수도깨비동굴김치 영농조합법인,,418-81-47132,전북,전북 장수군 계남면 가곡길 14-16 (궁양리),1,063-352-4194,tjrfuf8575@hanmail.net,063-229-9456,고명지,고석열,55626,ISO 22000:2018,,2021-01-18,,2024-01-08,2027-01-17,"절임배추, 김치양념과 김치의 제조",CⅣ,,
366,KAB,농업회사법인 주식회사 초록당,,411-81-64052,전남,전남 무안군 현경면 백양동길 152-12,1,061-454-8249,ddbio0021@hanmail.net,061-454-8289,하영훈,김미화,58514,ISO 22000:2018,,2021-01-18,,2024-01-08,2027-01-17,"양파간장, 새우장, 간장게장, 양파분말의 제조",CⅣ,,
367,KAB,봉강친환경영농조합법인,,416-81-63801,전남,전남 광양시 봉강면 중흥로 13-31,1,061-763-5665,hjjackpark@gmail.com,061-762-5660,박회준 팀장,박광기,57701,ISO 22000:2018,,2021-01-18,,2024-01-08,2027-01-17,유기질 비료의 제조,K,,
368,KAB,농업회사법인주식회사 태기산아침의새소리,,224-81-61427,강원,강원 횡성군 둔내면 경강로구두미1길 93-11 (삽교리),1,033-345-5745,ohgt1917@naver.com,033-345-5745,오금택 대표,오금택,25261,ISO 22000:2018,,2021-01-18,,2024-01-08,2027-01-17,무도라지청의 제조,CⅣ,,
369,KAB,엠스푸드 주식회사,인증취소,503-81-92783,경북,경북 고령군 쌍림면 영서로 3380 (송림리),1,054-954-9300,jyhan6422@m-sfood.co.kr,0303-3445-5000,한진영 주임,전해명,40164,ISO 22000:2018,KOR/FSMS/00417/8189,2020-11-24,,2023-11-24,2026-11-23,냉동피자 및 도우의 제조,CⅢ,,
370,KAB,(주)지에스바이오,,615-88-00120,충북,충북 음성군 생극면 이진말길 10-19 (병암리),1,043-881-4055,jym5410@naver.com,043-881-4056,주형준 과장,주영무,27623,ISO 22000:2018,,2020-11-24,,2023-11-24,2026-11-23,정제 캔디의 개발 및 제조,CⅣ,,
371,KAB,농업회사법인(주)더함초,,312-86-61393,충남,충남 천안시 서북구 입장면 가산연곡길 154 (연곡리),1,041-415-2782,thehamcho2@naver.com,041-422-2202,이우리 대표,이우리,31026,ISO 22000:2018,,2020-11-24,,2023-11-24,2026-11-23,함초 가공제품(정)의 개발 및 제조,CⅣ,,
372,KAB,㈜바이오홍삼,,620-81-40241,울산,울산 남구 수암로 171-2 (야음동),1,052-261-8890,rgpanax@hanmail.net,052-261-8892,황진찬,황덕형,44736,ISO 22000:2018,,2020-11-24,,2023-11-24,2026-11-23,홍삼음료의 제조,CⅡ,,
373,KAB,동남농수산,,222-02-82232,강원,"강원 삼척시 마달길 156-42 (마달동, 동남농수산)",1,033-573-2211,jj4052@hanmail.net,033-573-2213,남문현 대표,남문현,25908,ISO 22000:2018,,2020-11-24,,2023-11-24,2026-11-23,수산물가공품의 개발 및 제조,CⅠ,,
374,KAB,동남바이오,,222-06-28783,강원,"강원 삼척시 근덕면 본동길 21-132 (동막리, 동남바이오)",1,033-576-0590,jj4052@hanmail.net,033-781-8813,남문현 대표,남문현,25936,ISO 22000:2018,,2020-11-24,,2023-11-24,2026-11-23,"친환경 비료, 사료의 개발 및 제조",K,,
375,KAB,㈜일성푸드텍,,334-86-00135,충북,충북 청주시 흥덕구 오송읍 오송동평길 68 (동평리),1,043-234-6286,ilsungfoods@naver.com,043-235-6286,김종한 대표,김종한,28168,ISO 22000:2018,,2020-11-24,,2023-11-24,2026-11-23,"조미식품(씨즈닝분말, 농축액류, 소스류, 조미소재)의 개발 및 제조",CⅡ,,
376,KAB,(주)파시코,,204-81-46820,서울,"서울 성동구 성수이로 66 (성수동2가, 서울숲 드림타워)",1,02-2207-2062,jude@posyko.com,02-6499-2063,길주현,이윤희,4784,ISO 22000:2018,,2020-11-24,,2023-11-24,2026-11-23,"건강기능식품, 특수영양식품(영양보충식품) 및 가공식품의 개발 및 제조",K,,
377,KAB,주식회사 피트쿡,,525-87-01396,경남,경남 김해시 주촌면 서부로1541번길 148-14 (내삼리),1,055-314-9259,doorai54@naver.com,--,김상우 대표,김상우,50877,ISO 22000:2018,,2020-11-24,,2023-11-24,2026-11-23,식육의 가공 및 유통,CⅠ,,
378,KAB,주식회사 제이제트그룹,인증취소,177-81-00804,인천,"인천 미추홀구 경인로 45, 3층",1,02-515-8889,jzgroup@naver.com,00--,천원필 팀장,정영근,22161,ISO 9001:2015,Q240218,2020-06-19,2020-06-19,2024-06-10,2026-06-18,"화장품(기초화장품, 기능성화장품, 마스크팩), 향균섬유 및 향균섬유제품(언더웨어, 스포츠웨어, 패션안전마스크), 건강기능식품의 제조와 보청기의 유통",03,04,"12,29"
379,KAB,주식회사 옹가네푸드,,517-86-01350,경북,경북 영천시 채신2공단길 79-29 (채신동),1,054-337-9700,ongganefood@daum.net,054-337-7667,이석민 대표,이석민,38899,ISO 22000:2018,,2020-06-19,2020-06-19,2024-06-10,2026-06-18,"장류, 초장, 소스류의 개발 및 제조",CⅡ,,
380,KAB,주식회사 이크레더블네트웍스,,113-86-60716,서울,"서울 구로구 디지털로33길 27 (구로동, 삼성IT밸리)",,02-2101-2670,stkwak@ecnet.co.kr,02-6234-5961,곽승태 팀장,김성윤,8380,ISO 9001:2015,,2020-06-19,2020-06-19,2024-06-10,2026-06-18,"전자상거래, 소프트웨어 개발 및 공급과 경영컨설팅",2911,3321,3511
381,KAB,주식회사 아이톡시코스메틱,인증취소,821-81-00948,경기,경기 평택시 서탄면 서탄로 446-38 (수월암리),1,031-375-1170,itoxicos@naver.com,031-338-7474,김명중 실장,정광명,17704,ISO22716:2007,KSGA-201596,2020-03-02,,2023-03-02,2026-03-01,"마스크팩과 형상파우치, 용기 제품의 충진 및 포장",A-11,,
382,KAB,(주)아현건설,인증완료,315-81-36068,전남,전라남도 화순군 화순읍 진각로 219,1,070-7713-0676,kim8454004@hanmail.net,0507-890-4785,김숙현 부장,마상원,58105,ISO9001:2015/ISO45001:2018,Q240113,2024-01-15,,2026-02-09,2029-02-09,"1. 전기공사에 대한 설계, 시공 및 종합감리 2. 정보통신공사에 대한 설계 및 종합감리 3. 신재생에너지 (전기분야)의 설계 및 시공 4. 태양열 발전장치의 설계, 제조, 설치 및 유지보수 5. 태양광발전 접속함의 설계 및 제조",19,28,34
383,KAB,㈜다산생활화학,,503-81-52118,대구,대구 달서구 달서대로88길 8-11 (갈산동),,053-593-0061,master@soaplife.co.kr,053-593-0063,이진욱 과장,서영수,42705,ISO22716:2007,,2024-01-15,,2026-02-09,2029-02-09,화장비누의 제조,1211,,
384,KAB,주식회사 노바메디,인증완료,142-81-63934,경기,"경기 용인시 수지구 대지로 58 나동 202-2호(죽전동, 선진포리스트)",1,031-321-6392,nobamedi@nobamedi.com,031-629-6393,"방시열 이사, 이상범 과장",노현미,16873,ISO22716:2007,C230082,2019-12-30,,2025-12-15,2028-12-29,화장품(기초 화장품)의 제조,A-11,,
385,KAB,㈜바이오폴리텍,인증취소,312-81-72371,충북,"충북 청주시 흥덕구 공단로 134, 714 (송정동, 세중테크노밸리)",1,043-212-9144,Qqljh1234@hanmail.net,043-264-9143,이정훈 대표,이정훈,28576,ISO 22000:2018,KOR/FSMS/00390/7983,2020-06-04,,2023-06-04,2026-06-03,"키토산 (키토산-F), 키토산 올리고당, 피쉬콜라겐, 연잎 혼합 추출물 및 가공식품에 대한 제조",K,,
386,KAB,중앙산업비나㈜,,700-75-6306,Ro,"Road D3-1, Dai Dong Hoan Son IZ, Hoan Son Commune, Tien Du District, Bac Ninh Province, Vietnam",1,0222-222-1626,jaflon@hanmail.net,0222-222-0626,정재민 팀장,한성욱,,ISO 9001:2015/ISO 14001:2015,,2020-06-04,,2023-06-04,2026-06-03,"전기전자부품의 도장, 레이저 및 CNC 가공",1721,,
387,KAB,농업회사법인 주식회사 진성농산,,140-81-52260,경기,"경기 시흥시 금오로265번길 6 (과림동, KD경덕테크)",,02-2619-2299,duyh8517@naver.com,02-2619-3751,임동인 대표,임동인,14932,ISO 9001:2015,,2020-06-04,,2023-06-04,2026-06-03,농산물의 유통,2911,,
388,KAB,"SUNG GWANG VINA CO., LTD.",인증완료,370-23-56323,,,1,08274-380-0786,theokim@sunggwangvina.com.vn,84274-380-0789,김태형 이사,지학권,,ISO 9001:2015,Q240110,2019-09-16,,2025-03-17,2028-03-21,"식기류의 설계, 개발 및 생산",17,,
389,KAB,THE FOOD VINA CO.,인증취소,230-09-78548,,,1,2412-473-888,tfoodvina@gmail.com,--,김민정 대표,김민정,,ISO 9001:2015,23-E-1570,2023-12-29,,2023-12-29,2026-12-28,단체급식 서비스,03,,
390,KAB,농업회사법인 현대농산영농 주식회사,,629-81-00246,경기,경기도 김포시 대곶면 대명항로 205번길 17-34,1,031-997-4585,ssal2001@naver.com,031-987-4565,김길성 대표,김길성,10044,ISO 9001:2015,,2023-12-29,,2023-12-29,2026-12-28,농산물의 유통,2911,,
391,KAB,영농조합법인 풍기인삼나라,,512-81-16964,경북,경북 영주시 풍기읍 소백로 2156 (산법리),1,054-634-3489,365ceoo@naver.com,054-635-3380,김영식 대표,김영식,36041,ISO 45001:2018,,2023-12-29,,2023-12-29,2026-12-28,홍삼가공식품의 제조,0311,,
392,KAB,주식회사 탑코미디어,,220-87-42930,서울,"서울 강남구 언주로 726 (논현동, 두산빌딩)",1,02-3400-4639,hkkang@homecast.net,02-3445-8783,강현규 차장,권영철,6057,ISO 9001:2015,,2023-12-29,,2023-12-29,2026-12-28,"디지털셋톱박스의 설계, 개발 및 제조",1921,,
393,KAB,에스엠이엔지 주식회사,인증취소,312-86-61957,충남,충남 천안시 서북구 성거읍 신월소우길 316,1,041-523-2330,caid2013@hanmail.net,041-585-2330,길대희 대리,오승민,31048,ISO 14001:2015,E240210,2019-06-26,2019-06-26,2024-06-03,2025-06-25,석면해체 및 철거공사,28,,
394,KAB,주식회사 타이드,,128-87-60415,서울,"서울특별시 금천구 가산디지털1로 128, 20층 2010호(가산동, 에스티엑스브이타워)",1,02-6673-0964,jylee@tidekorea.com,02-6673-0969,이지윤 전임연구원,조경종,8507,ISO 9001:2015,,2019-06-26,2019-06-26,2024-06-03,2025-06-25,"유무선 통신기기의 설계, 개발 및 생산",1921,,
395,KAB,남북결혼,,453-49-00289,부산,부산 사상구 가야대로 248 (주례동),1,-7430,nambook200@naver.com,0303-3444-5842,김지원 대표,김지원,47022,ISO 9001:2015,,2019-06-26,2019-06-26,2024-06-03,2025-06-25,결혼정보서비스,3531,,
396,KAB,주식회사 중앙첨단소재,인증완료,105-81-99490,경기,경기 안양시 동안구 시민대로 115 (호계동),2,031-689-5872,lki@joongangdnm.com,070-5015-4887,이규익 대리,김영신,14041,ISO 9001:2015/ISO 14001:2015,Q230067,2023-11-13,,2025-12-01,2029-01-10,"정보통신 네트워크, 유무선통신 장비(무전기, 중계기, LTE모듈, 저장장치, 무선방송) 및 시스템, CCTV 및 디스플레이 장치의 설계, 개발, 생산, 구축 및 유지보수와 소프트웨어의 개발",19,33,
